tag,categoria,processos_origem,descricao,quantidade_eventos,porcentagem_total
VolumeUI,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
FeatureConnector,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
PowerManagerHelper,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CarPrivacyChipViewController,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
DataService,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
TelephonyDebugService,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
DebugService,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
UiccSlot,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ClusterDisplayController,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
UiccPort [0],Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
VoiceMailConstants,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ImsSmsDispatcher [0],Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
NetworkService,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CellularDataService,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ComposeTracingStartable,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
DreamManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiNetworkSuggestionsManager,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
NetworkController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AlternateBouncerViewBinder,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
UdfpsOverlayInteractor,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
car.carlauncher,Subssistema Automotivo (AAOS),com.android.car.carlauncher,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
NoteTaskInitializer,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiPickerTracker,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarAudioManager,Subssistema Automotivo (AAOS),com.android.car.settings,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
d.carrierconfig,Subssistema Automotivo (AAOS),com.android.carrierconfig,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car.kitchensink,Subssistema Automotivo (AAOS),com.google.android.car.kitchensink,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
incidentd,Outros / Serviços Gerais do SO,pid:760,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
TrustManagerService,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
wm_dim_created,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
roid.car.rotary,Subssistema Automotivo (AAOS),com.android.car.rotary,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
SecurityLogMonitor,Auditoria e SELinux,system_server,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",1,0.00%
BatterySaverPolicy,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
Choreographer,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
bt_bta_sd,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
A2dpSinkService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MediaFocusControl,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
HeadsetClientService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MapClientService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MnsService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
PanService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WalletControllerImpl,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BtGatt.GattService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BtGatt.GattServerManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BtGatt.AdvertiseManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BtScan.ScanManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BtScan.PeriodicScanManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
KeyguardSecurityView,Auditoria e SELinux,com.android.systemui,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",1,0.00%
BluetoothMapClient,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BluetoothPbapClient,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
DismissCallbackRegistry,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BluetoothSilenceDeviceManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CdmaServiceCategoryProgramHandler,Outros / Serviços Gerais do SO,com.android.networkstack.process,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CellBroadcastHandler,Outros / Serviços Gerais do SO,com.android.networkstack.process,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
sf_stop_bootanim,Outros / Serviços Gerais do SO,pid:724,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
wm_boot_animation_done,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RollbackManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RollbackPackageHealthObserver,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RebootEscrowManager,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
WifiScoreCard,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
RestrictedWifiNetworkFactory,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SsidTranslator,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiLockManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CDM_InactiveAssociationsRemovalService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MediaSessionService$NotificationListener,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SensitiveContentProtectionManagerService$NotificationListener,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ONSAutoboot,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ONSNetworkScanCtlr,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ONSProfileSelector,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
auditctl,Auditoria e SELinux,auditd,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",1,0.00%
profcollectd,Outros / Serviços Gerais do SO,pid:3804,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
/dev/block/by-name/custom,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
dmesgd,Outros / Serviços Gerais do SO,pid:3842,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
mmd,Outros / Serviços Gerais do SO,pid:3862,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
set_capacity_and_notify,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
zram0,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SettingsShellCmd,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
mkswap,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
droid.deskclock,Outros / Serviços Gerais do SO,com.android.deskclock,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
NsdServiceInfo,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AuthenticationStatsBroadcastReceiver,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
WakeupConfigStoreData,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
ServiceProfileData,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
PbapClientAccountManager,Gestão de Usuários e Acesso,com.android.bluetooth,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
HealthConnectManagerService,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
GlobalParametersService,Outros / Serviços Gerais do SO,com.android.devicelockcontroller,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SetupParametersService,Outros / Serviços Gerais do SO,com.android.devicelockcontroller,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
d.car.provision,Subssistema Automotivo (AAOS),com.android.car.provision,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
droid.car.media,Subssistema Automotivo (AAOS),com.android.car.media,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
PackagePolicyHandler,Outros / Serviços Gerais do SO,com.android.devicelockcontroller,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarUiInstaller,Subssistema Automotivo (AAOS),com.android.car.carlauncher,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CarLauncherUtils,Subssistema Automotivo (AAOS),com.android.car.carlauncher,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
TaskStackChangeListeners,Subssistema Automotivo (AAOS),com.android.car.carlauncher,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
.gce.gceservice,Outros / Serviços Gerais do SO,com.android.google.gce.gceservice,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
TNA-100,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
PbapClientContactsStorage,Gestão de Usuários e Acesso,com.android.bluetooth,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
DataServiceCallback,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
HealthConnectTrackerManagerImpl,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ndroid.calendar,Outros / Serviços Gerais do SO,com.android.calendar,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RcsStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
NetworkMonitor,Outros / Serviços Gerais do SO,com.android.networkstack.process,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
QOSCT-100,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
GceBluetoothChecker,Outros / Serviços Gerais do SO,com.android.google.gce.gceservice,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
GceWifiManager,Outros / Serviços Gerais do SO,com.android.google.gce.gceservice,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ForegroundServiceTypeLoggerModule,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ONSProfileActivator,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
droid.car.radio,Subssistema Automotivo (AAOS),com.android.car.radio,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
AlertReceiver,Outros / Serviços Gerais do SO,com.android.calendar,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
